1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.326735342319464550e-01,3.326735342319464550e-01,0.000000000000000000e+00,1.770084289779411124e-02,1.770084289779411124e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.767015889408499962e-01,5.767015889408499962e-01,0.000000000000000000e+00,1.330183763409770736e-01,1.330183763409770736e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.932701641539633752e-01,3.932701641539633752e-01,6.516524610571909903e-01,6.561291290118561603e-01,6.561291290118561603e-01,8.274482266483125237e-01,6.152625870190032709e-01,6.152625870190032709e-01,2.666842364777016194e-01,4.608569298066503839e-01
3.913466133889474396e-01,3.913466133889474396e-01,6.258595550100765070e-01,5.856839196666886460e-01,5.856839196666886460e-01,5.728923662793219407e-01,5.918479727154262182e-01,5.918479727154262182e-01,3.792077963829227349e-01,3.730950496372408276e-01
4.107551414795880818e-01,4.107551414795880818e-01,3.506127076006212984e-01,5.826852090199535761e-01,5.826852090199535761e-01,7.731224528630608051e-01,6.401828771274510332e-01,6.401828771274510332e-01,2.718654761542123044e-01,5.262192455911832711e-01
3.867461144961990560e-01,3.867461144961990560e-01,6.130500360286816885e-01,4.058120427709944744e-01,4.058120427709944744e-01,4.628671136404383102e-01,5.860900525535710504e-01,5.860900525535710504e-01,4.074659888857306567e-01,3.178273128914164136e-01
5.494077387124438605e-01,5.494077387124438605e-01,3.082761527574457427e-01,5.724145436060410486e-01,5.724145436060410486e-01,5.966875663703637978e-01,7.512342737334060105e-01,7.512342737334060105e-01,4.904971298190197171e-01,6.826821403673742905e-01
4.885523934994748241e-01,4.885523934994748241e-01,6.435972500675606334e-01,2.133922331926085547e-01,2.133922331926085547e-01,4.767873810568898363e-01,4.305246839963096650e-01,4.305246839963096650e-01,6.299221644054812108e-01,3.635583309757871029e-01
7.492135214097411788e-01,7.492135214097411788e-01,5.962222420359517550e-01,5.840111593741019735e-01,5.840111593741019735e-01,5.239182342582772156e-01,7.671489496028811583e-01,7.671489496028811583e-01,6.810365041829083976e-01,7.002245160358526732e-01
7.058968109753628317e-01,7.058968109753628317e-01,5.673192785260919857e-01,5.049279612039514475e-01,5.049279612039514475e-01,6.035843480364858626e-01,3.679504325490667860e-01,3.679504325490667860e-01,6.407633184640366686e-01,5.961274214004844696e-01
7.722641671206371683e-01,7.722641671206371683e-01,5.234954544492899098e-01,5.536946845642900517e-01,5.536946845642900517e-01,4.657508309532929491e-01,6.629112640661247724e-01,6.629112640661247724e-01,6.851256324391090669e-01,7.189566290399931336e-01
7.461505981589148240e-01,7.461505981589148240e-01,4.810934712400223301e-01,5.844462578290514632e-01,5.844462578290514632e-01,5.674713338336930812e-01,4.243954498358453176e-01,4.243954498358453176e-01,5.954864460371238621e-01,7.039291944951089341e-01
4.415300785704621700e-01,4.415300785704621700e-01,9.607902858820878134e-01,7.003248803581078041e-01,7.003248803581078041e-01,8.995322386179289698e-01,6.388367633335922946e-01,6.388367633335922946e-01,2.783672176901954010e-01,5.972017946180873116e-01
4.240878006926715460e-01,4.240878006926715460e-01,5.608318290887951418e-01,3.635446950316299497e-01,3.635446950316299497e-01,1.014908761124843489e-01,5.060917564870569541e-01,5.060917564870569541e-01,3.889293718337007988e-01,3.812278321994123642e-01
5.194899478756817013e-01,5.194899478756817013e-01,7.838563466174226502e-01,6.403902368460746564e-01,6.403902368460746564e-01,5.795445922729082211e-01,7.275624105129080421e-01,7.275624105129080421e-01,6.508485017770176961e-01,8.155329482813507003e-01
4.881190297350854190e-01,4.881190297350854190e-01,6.292594601375695040e-01,6.234418344551732050e-01,6.234418344551732050e-01,3.291424138930567067e-01,3.180564582340915103e-01,3.180564582340915103e-01,6.143636941629976311e-01,3.555601516817372687e-01
7.371226704111877304e-01,7.371226704111877304e-01,5.973683807543105351e-01,5.884276351259700721e-01,5.884276351259700721e-01,4.948032610214567195e-01,7.723556163280643760e-01,7.723556163280643760e-01,8.232501164781348413e-01,7.293038340416223564e-01
6.953491094814651108e-01,6.953491094814651108e-01,5.576391122247851273e-01,6.170817831922187358e-01,6.170817831922187358e-01,6.892345253716819498e-01,2.956681856520017582e-01,2.956681856520017582e-01,5.959137477909687286e-01,5.075856758256802603e-01
3.920786803825214162e-01,3.920786803825214162e-01,5.342867613277264560e-01,5.499366037295057019e-01,5.499366037295057019e-01,7.243400825215736694e-01,6.522060106052398609e-01,6.522060106052398609e-01,3.533312423959150128e-01,3.879479550413429401e-01
5.192712443622907736e-01,5.192712443622907736e-01,5.612542672972370417e-01,5.413948425768859707e-01,5.413948425768859707e-01,6.536479665626110380e-01,6.643957610826886073e-01,6.643957610826886073e-01,5.534761877124877438e-01,5.051474743627908381e-01
6.978138025470098649e-01,6.978138025470098649e-01,5.728057709414926535e-01,5.818800207087651000e-01,5.818800207087651000e-01,5.552970096207432427e-01,6.039312137380878909e-01,6.039312137380878909e-01,6.547252320122425306e-01,6.776763609540633615e-01
7.577699651126921232e-01,7.577699651126921232e-01,4.797028929132118313e-01,5.743034742088858335e-01,5.743034742088858335e-01,4.790222667310481963e-01,5.535271438264820487e-01,5.535271438264820487e-01,6.510034362915591011e-01,7.632963232933102082e-01
4.426932126215926688e-01,4.426932126215926688e-01,3.734754767026958189e-01,5.618596704472936798e-01,5.618596704472936798e-01,7.038573108917031140e-01,6.940220084517816357e-01,6.940220084517816357e-01,3.960502098850075536e-01,5.128228238469026978e-01
4.101587983129382775e-01,4.101587983129382775e-01,5.989184819128068327e-01,4.146358174973669430e-01,4.146358174973669430e-01,5.863125006959839514e-01,6.017646700727856679e-01,6.017646700727856679e-01,4.747031584619660349e-01,3.483201498863718326e-01
6.407009101154007569e-01,6.407009101154007569e-01,5.630779718373387643e-01,5.937609823614533600e-01,5.937609823614533600e-01,5.962790772559027896e-01,7.302067023488205688e-01,7.302067023488205688e-01,6.034737974556171336e-01,6.401043484503735614e-01
5.996481671002394931e-01,5.996481671002394931e-01,6.047486505582139182e-01,4.766274167518529947e-01,4.766274167518529947e-01,5.878753028756559251e-01,5.040470673664525503e-01,5.040470673664525503e-01,6.547202360670282273e-01,5.422369532525089797e-01
